Bot_Name,Artist,Banner,Bot_ID,Bot_Status,Build_Method,Category,Comment,Creator,Exp_after,Exp_before,Exp_gif,GUI_bot,Hotspot,Image_V3_tag,JSON,Launch_Date,Like,MyShell_URL,Myshell主站,Note,Tag,Theme,Yuki's Explore,banner_mobile,"bobo：tip ",input_guide,web_bot_name,微信/Discord/x,自动化效果测试集,进度,重新部署
Flux Pepe Meme Generator,,,1713175407,private,旧ShellAgent,文生图,,Luokeshenai,Flux_Pepe_Meme_Generator_1.png,,,,NO,text_to_image,,2024/09/30,,https://app.myshell.ai/chat/1713175407,,文字生成pepe meme,IP,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80889a2eca65e48e7495?pvs=21), 洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21)",,完成,
Vibrant Anime Photo,,,1725531792,public,新ShellAgent,图生图,,Myshell-Janet,bot_list_after.jpg,bot_list_before.jpg,,,NO,all_art_animegame_ip,,2024/09/13,"Finn, Janet",https://app.myshell.ai/chat/1725531792,,类似吉卜力滤镜,"Anime, Ghibli",Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
Movie FaceSwap,,,1726931463,public,旧ShellAgent,图生图,,kiko,bot_list.jpg,,,,YES,portrait_style_cosplay,,2024/09/23,,https://app.myshell.ai/chat/1726931463,,电影 theme 换脸,IP,AI Images,,,,YES,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
moodeng,,,1709020205,private,新ShellAgent,文生图,,Luokeshenai,moodeng.png,,Prompt2Pic.gif,,NO,text_to_image,,2024/09/30,,https://app.myshell.ai/chat/1709020205,,文字创作可爱河马,,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80889a2eca65e48e7495?pvs=21), 洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21)",,完成,
PosterPulse,,,1726973984,public,旧ShellAgent,文生图,12/17 Lucas关键词流量选到这个题材,BinZI,,,,,NO,image_tool,,2024/09/30,,https://app.myshell.ai/chat/1726973984,,将文字变成文字配图海报,word poster,Image Tools,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,"完成, 新增更新内容",
GameStyler,,,1723661242,public,新ShellAgent,图生图,,bofeng55,,,,,NO,all_art_animegame_noip,,2024/09/18,,https://app.myshell.ai/chat/1723661242,,不同游戏主题滤镜风格,"Anime, Trump",Photo Filters,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81599ddad8a5148cf04e?pvs=21), 波风 (https://www.notion.so/11a3f81ff51e800e8a09e469f68cbf8b?pvs=21)",,完成,
Watercolor Anime,,,1727168566,public,新ShellAgent,图生图,,Myshell-Janet,,,,,NO,all_art_animegame_noip,,2024/09/25,,https://app.myshell.ai/chat/1727168566,,日本动画风+中国写意水彩风,Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
MiniWorld,,,1727259986,public,旧ShellAgent,文生图,,Myshell-Tiancheng,,,,,NO,text_to_image,,2024/09/26,Finn,https://app.myshell.ai/chat/1727259986,Pro config bot- 1218,文字生成可爱微缩世界,,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
Mecha Anime,,,1727247758,private,旧ShellAgent,图生图,,Myshell-Janet,,,,,NO,all_art_animegame_noip,,2024/09/25,,https://app.myshell.ai/chat/1727247758,,添加机械元素滤镜,Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
clay you,,,1727345802,private,旧ShellAgent,图生图,,Myshell-Bobo,,,,,NO,all_art_material,,2024/09/30,,https://app.myshell.ai/chat/1727345802,,粘土滤镜,Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
GameCard Gacha,,,1727583014,public,旧ShellAgent,文生图,"PK模式玩法,12.12更新提升生图效率",XIONGMU,,,,,NO,text_to_image,,2024/09/29,"Bobo, Finn, Janet",https://app.myshell.ai/chat/1727583014,,文字创作游戏王卡牌,"CCS, Card, IP",Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
AlterMe,,,1727262166,private,旧ShellAgent,无法使用,bot不存在,Myshell-Kun,AlterMe.png,,,,NO,NSFW,,2024/09/26,,https://app.myshell.ai/chat/1727262166,,换装，包含NSFW服装,,AI Images,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
Beauty Retouch Photo,,,1727076817,public,新ShellAgent,图生图,,Myshell-Janet,bot_list_after%201.jpg,bot_list_before%201.jpg,,,NO,portrait_beauty,,2024/09/25,,https://app.myshell.ai/chat/1727076817,,人像变美，皮肤如陶瓷,Beauty,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
ThumbMaker,,,1727435579,public,旧ShellAgent,文生图,thumbmaker做了短视频竖屏封面的选项，能自由切换,BinZI,,,,,NO,image_tool,,2024/09/28,Janet,https://app.myshell.ai/chat/1727435579,Feb25 X- kol,生成YouTube thumbnail海报,,Image Tools,tier2-小图,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,
Midnight Fantasy,,,1726733135,public,新ShellAgent,图生图,,Myshell-Janet,bot_list_after%202.jpg,bot_list_before%202.jpg,,,YES,"all_art_animegame_noip, floor_8",,2024/09/25,"Janet, Rick",https://app.myshell.ai/chat/1726733135,"EDM预热, Feb25 X- kol",美式恐怖滤镜,Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
Polaroid Echo,,,1726991971,private,旧ShellAgent,文生图,加了新功能CouplePFP Echo（情侣头像），现在可以通过文字、图像和 twitter id 做社媒头像，很可爱，现在 X 上玩的比较多,XIONGMU,,,,,NO,text_to_image,,2024/09/01,,https://app.myshell.ai/chat/1726991971,,文字创作毛绒风卡牌,"Card, Couple, Twitter ID",Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
Comic Factory ,,,1727409224,private,旧ShellAgent,文生图,,Myshell-Joe,Comic_Factory.png,,,,NO,text_to_image,,2024/09/30,,https://app.myshell.ai/chat/1727409224,,将文字变成美式漫画,,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
You are Wukong,,,1725802385,private,旧ShellAgent,图文游戏,,BinZI,,,,,NO,image_game,,2024/09/18,,https://app.myshell.ai/chat/1725802385,Pro config bot- 1218,图文游戏,"IP, 悟空",Image Games,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,
Magic Outfit Servant,,,1718648350,public,ProConfig,无法使用,老agent,Cyber Dick Lang,bot_list_after%203.jpg,bot_list_before%203.jpg,,"GUI, 已加入base44",NO,"NSFW, floor_6",,2024/09/01,Catherine,https://app.myshell.ai/chat/1718648350,,换装，包含NSFW服装,Beauty,AI Images,,,,,,赛博迪克朗 (https://www.notion.so/1313f81ff51e803998d2d6fc7272ae41?pvs=21),,完成,
Grinning Face,,,,public,ProConfig,图生视频,,Seven947,,,,,NO,portrait_fun,,2024/09/01,,https://app.myshell.ai/chat/1722440548,,上传图片生成ginning face视频,整活,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80f69014d79b0963f12f?pvs=21), 947 (https://www.notion.so/947-1313f81ff51e80adb786ff84e0f25dbc?pvs=21)",,完成,
AI PicPro,,,1715518452,public,新ShellAgent,图生图,,kiko,bot_list_after%204.jpg,bot_list_before%204.jpg,,,NO,image_tool,,2024/09/01,,https://app.myshell.ai/chat/1715518452,Pro config bot- 1218,抠图、提高画质,Images edit,Image Tools,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
ArtPhoto,,,1715515438,private,ProConfig,图生图,,kiko,,,,,NO,all_art_material,,2024/09/01,,https://app.myshell.ai/chat/1715515438,,"3个滤镜：LineArt, Oilpainting, Watercolor",Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
Old Photo Expert,,,,public,ProConfig,图生图,,Cyber Dick Lang,,,,,NO,image_tool,,2024/09/01,,https://app.myshell.ai/chat/1720412433,Pro config bot- 1218,提高老照片画质,Images edit,Image Tools,,,,,,赛博迪克朗 (https://www.notion.so/1313f81ff51e803998d2d6fc7272ae41?pvs=21),,完成,
Simpsons Photo Shop,,,1728483802,public,旧ShellAgent,图生图,,Derek,bot_list_after%205.jpg,bot_list_before%205.jpg,,,NO,all_art_animegame_ip,,2024/10/10,,https://app.myshell.ai/chat/1728483802,,将人变成Simpson 风格,"Anime, IP, Simpsons",Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80fcaa3cf8846b83aee2?pvs=21), 欧阳川 (https://www.notion.so/1313f81ff51e8082aebcc9df7d160b6e?pvs=21)",,完成,
Roomstyle AI,,,1727607849,private,旧ShellAgent,图生图,,kiko,,,,,NO,image_tool,,2024/10/10,,https://app.myshell.ai/chat/1727607849,,帮空间换装修风格,,Image Tools,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
Meme Card Generator,,,1722702788,public,旧ShellAgent,文生图,加了新功能，现在可以生成不同视觉 style 的 meme card,XIONGMU,Meme_Card_Generator.jpg,,,,NO,text_to_image,,2024/09/01,,https://app.myshell.ai/chat/1722702788,Mar6 botlist fun,生成梗图卡牌,"Card, 整活",Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
Pepe Factory,,,1721360213,public,ProConfig,图生图,,Derek,,,,,NO,all_art_animegame_ip,,2024/09/01,,https://app.myshell.ai/chat/1721360213,,将人变成Pepe风格,"IP, 整活",Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80fcaa3cf8846b83aee2?pvs=21), 欧阳川 (https://www.notion.so/1313f81ff51e8082aebcc9df7d160b6e?pvs=21)",,完成,
StopIt MemeGen,,,1723727911,public,ProConfig,文生图,,bofeng55,,,,,NO,text_to_image,,2024/09/01,,https://app.myshell.ai/chat/1723727911,Mar6 botlist fun,产生Stop XX梗图,整活,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81599ddad8a5148cf04e?pvs=21), 波风 (https://www.notion.so/11a3f81ff51e800e8a09e469f68cbf8b?pvs=21)",,完成,
Rick and Morty style,,,1728367916,private,旧ShellAgent,图生图,,Luokeshenai,bot_list_after%206.jpg,bot_list_before%206.jpg,,,NO,all_art_animegame_ip,,2024/10/10,,https://app.myshell.ai/chat/1728367916,Pro config bot- 1218,将人变成rick & morty 风格,"Anime, IP, Rick and Morty Style",Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80889a2eca65e48e7495?pvs=21), 洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21)",,完成,
SCI-FI Style,,,1722436430,public,旧ShellAgent,图生图,,XIONGMU,bot_list_after%207.jpg,bot_list_before%207.jpg,,,NO,all_art_animegame_noip,,2024/09/01,,https://app.myshell.ai/chat/1722436430,Feb25 X- kol,SCI-FI滤镜,Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
Nobel Visionary,,,1728549267,private,旧ShellAgent,文生图,,BinZI,,,,,NO,text_to_image,,2024/10/11,"Bobo, Hance, Shea",https://app.myshell.ai/bot/Aniyq2/1728549267,,诺贝尔奖海报生成器,CCS,Fun&Memes,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,
Ink Anime Style,,,1722867386,private,旧ShellAgent,图生图,,XIONGMU,,,,,NO,all_art_animegame_noip,,2024/09/01,"Bobo, Finn",https://app.myshell.ai/chat/1722867386,,ink anime滤镜,"Anime, CCS",Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
WordScape,,,1725988096,private,旧ShellAgent,文生图,12/17 Lucas关键词流量选到这个题材                                                                                                      12/31bobo:更新迁移+支持多语言,BinZI,,,,,NO,image_tool,,2024/09/18,,https://app.myshell.ai/chat/1725988096,,字体海报,word poster,Image Tools,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,
Photo Enhancer,,,1715519972,public,新ShellAgent,图生图,,kiko,,,,,NO,all_art_animegame_noip,,2024/09/01,,https://app.myshell.ai/chat/1715519972,Pro config bot- 1218,"4个滤镜：clay, 3D Cartoon, YarnArt, GameArt",Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
AnimePix,,,1715517819,public,ProConfig,图生图,,kiko,bot_list_after%208.jpg,bot_list_before%208.jpg,,,NO,all_art_animegame_noip,,2024/09/01,,https://app.myshell.ai/chat/1715517819,,"3个滤镜：Anime, manga, comic","Anime, Trump",Photo Filters,banner,,,,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
ID Photo Maker,,,1719288591,public,ProConfig,图生图,,BoltCut_AI,,,,,NO,old,,2024/09/01,,https://app.myshell.ai/chat/1719288591,,生成证件照,Headshot,AI Images,,,,,,,,完成,
The-World Trip,,,,public,ProConfig,(文+图)生图,Janet 1/6：出现非myshell域名图片,Cyber Dick Lang,,,,,NO,portrait_fashion,,2024/09/01,,https://app.myshell.ai/chat/1720337206,Pro config bot- 1218,将你的照片与世界各地结合,,AI Images,,,,,,赛博迪克朗 (https://www.notion.so/1313f81ff51e803998d2d6fc7272ae41?pvs=21),,完成,
📷AI Photo Studio,,,1728530819,public,旧ShellAgent,图生图,不太稳定,OLDX,,,,,NO,"floor_1, portrait_style_aiportrait",,2024/10/12,"Bobo, Hance, Janet",https://app.myshell.ai/chat/1728530819,Pro config bot- 1218,生成10种肖像画,"CCS, Headshot",AI Images,,,,,,"无标题 (https://www.notion.so/1223f81ff51e819c9173dc6219366fe9?pvs=21), X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21)",,完成,
Ultraman Convert ！,,,1728547043,private,旧ShellAgent,图生图,效果不错,XIONGMU,,,,,NO,,,2024/10/12,"Bobo, Xiaolei",https://app.myshell.ai/chat/1728547043,,图片生成奥特曼卡牌,"Card, IP",AI Images,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
Wukong's 72 Faces,,,1725891760,private,旧ShellAgent,图生图,,BinZI,,,,,NO,,,2024/10/15,,https://app.myshell.ai/chat/1725891760,,悟空风格换脸,"IP, 悟空",AI Images,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,
StickerVerse,,,1728831706,private,旧ShellAgent,图生图,"Janet 12/18：这个被预选为官网上的AI image的代表bot

目前用户通过上传图片生成sticker的路径有点深，需要先点击pop sticker—> Use photo，看是否可以把用户上传图片生成sticker的功能做到state1 button，要不然乍看之下比较像文生图的bot",BinZI,bot_list_4.jpg,,,,NO,portrait_style_avatar,,2024/10/15,"Bobo, Hance, Janet, Shea, Xiaolei",https://app.myshell.ai/chat/1728831706,,生成动画风格贴纸,"Anime, CCS",AI Images,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,已解决
DarkAnime,,,1723562652,public,新ShellAgent,图生图,效果不错,bofeng55,bot_list_after%209.jpg,bot_list_before%209.jpg,,,NO,all_art_animegame_noip,,2024/10/21,"Bobo, Hance",https://app.myshell.ai/bot/NR3Qre/1723562652,Feb25 X- kol,日系动画黑暗画风转换,"Anime, CCS",Photo Filters,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81599ddad8a5148cf04e?pvs=21), 波风 (https://www.notion.so/11a3f81ff51e800e8a09e469f68cbf8b?pvs=21)",,完成,
"Pixel Cat
",,,1708763336,private,旧ShellAgent,图生图,,Luokeshenai,,,,,NO,all_art_animegame_noip,,2024/10/21,,https://app.myshell.ai/chat/1708763336,,像素画风格,"Anime, Pixel",Photo Filters,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80889a2eca65e48e7495?pvs=21), 洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21)",,完成,
Get a minion !!,,,1729768662,private,新ShellAgent,图生图,,Myshell-Bobo,,,,,NO,all_art_animegame_ip,,2024/10/24,,https://app.myshell.ai/bot/JrAzIv/1729768662,,小黄人生成器，脸部照片合成,"Anime, IP, Minion",AI Images,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8069861dce4625a766d0?pvs=21), 工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21)",,完成,
Album cover maker,,,1729872555,public,新ShellAgent,(文+图)生图,2025/01/21更新为Album cover向,BinZI,bot_list%201.jpg,,,GUI,YES,image_tool,,2024/10/28,"Bobo, Hance",https://app.myshell.ai/chat/1729872555,Feb25 X- kol,Album cover,"CCS, Twitter ID",Image Tools,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e8059ae4eeebc2eb54fd2?pvs=21), 彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21)",,完成,
Avatar Generator,,,1730028897,public,新ShellAgent,图生图,,kiko,bot_list%202.jpg,,,,NO,"all_art_animegame_noip, portrait_style_avatar",,2024/10/28,Hance,https://app.myshell.ai/chat/1730028897,,Avatar Generator,"Anime, Halloween",AI Images,,,,,,"无标题 (https://www.notion.so/12f3f81ff51e80c2ab6cd6720d0cb439?pvs=21), miru+曲奇饼 (https://www.notion.so/miru-11a3f81ff51e80e2b133f26483d1c362?pvs=21)",,完成,
Halloween Magic,,,1730006008,public,新ShellAgent,文生图,万圣节周6个bot，交互用户数第二166人，但是交互用户右键完成率低13.8%,bofeng55,,,,"GUI, P0, 已加入配置, 排期上线",NO,"floor_8, text_to_image",,2024/10/28,Hance,https://app.myshell.ai/chat/1730006008,,文字输入人物&主题生成万圣节图,Halloween,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81599ddad8a5148cf04e?pvs=21), 波风 (https://www.notion.so/11a3f81ff51e800e8a09e469f68cbf8b?pvs=21)",,完成,
Pepe Meme,,,1728033613,private,ProConfig,文生图,,Luokeshenai,,,,,NO,text_to_image,,2024/10/29,,https://app.myshell.ai/chat/1728033613,Mar6 botlist fun,,,Fun&Memes,,,,,,"无标题 (https://www.notion.so/1303f81ff51e80889a2eca65e48e7495?pvs=21), 洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21)",,完成,
Hearthstone Card,,,1726707476,public,新ShellAgent,(文+图)生图,"效果ok
题材完全不限制，对比Damien限定是物种牌，发挥空间大，但是对用户的使用门槛要求也会比较高",XIONGMU,Hearthstone_Card.png,,,,NO,text_to_image,,2024/11/01,Hance,https://app.myshell.ai/chat/1726707476,,炉石卡牌生成,"Card, IP",AI Images,,,,,,"无标题 (https://www.notion.so/1303f81ff51e8051932cca0ec294dce1?pvs=21), 熊木 (https://www.notion.so/1313f81ff51e80338b6ceaf8f3adb9a1?pvs=21)",,完成,
Garage-Kits Filter,,,1730385472,public,新ShellAgent,图生图,效果不错,kim sun,bot_list_after%2010.jpg,bot_list_before%2010.jpg,,,NO,"floor_7, portrait_style_avatar",,2024/11/04,Bobo,https://app.myshell.ai/bot/Ez6r2u/1730385472,EDM预热,日本动漫手办风格滤镜,Anime,Photo Filters,,,,,,"无标题 (https://www.notion.so/1223f81ff51e8147aae8cde4e8e4daf9?pvs=21), sunkim (https://www.notion.so/sunkim-1303f81ff51e805d855eed95eb19df7d?pvs=21)",,完成,已解决
AI Muscle Builder,,,1730284967,public,新ShellAgent,图生图,"效果不错
",Shuai Barry,bot_list_after%2011.jpg,bot_list_before%2011.jpg,,,NO,portrait_beauty,,2024/11/12,,https://app.myshell.ai/bot/zqM32y/1730284967,Feb25 X- kol,男生AI muscle,Beauty,Photo Filters,,,,,,"无标题 (https://www.notion.so/1223f81ff51e816cb59ff35b3ee7c6b7?pvs=21), 不倦不舒服 (https://www.notion.so/1313f81ff51e80b4b532c92fa650a33d?pvs=21)",,完成,可以下
Handsome Man Maker,,,1730281113,private,新ShellAgent,图生图,"效果不错
",thomas liang,,,,,NO,,,2024/11/01,"Hance, Janet",https://app.myshell.ai/bot/IjumMr/1730281113,,小红书男性向网红生成换脸,Beauty,AI Images,,,,,,泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21),,完成,
Your Ghibli Studio,,,1730369941,public,新ShellAgent,图生图,效果ok,joe shen,bot_list_after%2012.jpg,bot_list_before%2012.jpg,,,NO,all_art_animegame_ip,,2024/11/02,,https://app.myshell.ai/bot/muqeey/1730369941,,将风景图变成吉卜力风格,"Anime, Ghibli, IP",Photo Filters,,,,,,"无标题 (https://www.notion.so/1293f81ff51e80eca1e6ce4bf7d4a285?pvs=21), 沈劼玮 (https://www.notion.so/11b3f81ff51e804eaeb6f503811f7586?pvs=21)",,完成,
Magic Fitting Room,,,1730197249,private,新ShellAgent,图生图,效果不错,🐧,Magic_Fitting_Room.png,,,,NO,portrait_fashion,,2024/11/12,,https://app.myshell.ai/bot/aMJnmq/1730197249,,提供衣服图片+人脸，可以合成穿衣效果图,Beauty,AI Images,,,,,,"无标题 (https://www.notion.so/12e3f81ff51e808eaa78d51cffe0a7e5?pvs=21), 企鹅张艺瀚 (https://www.notion.so/11a3f81ff51e805885b6da514c863de4?pvs=21)",,完成,
product photography,,,1729875897,public,新ShellAgent,图生图,"效果ok

建议：
没有到几何影子吻合的很好，但也ok，是个电商的刚需场景",Snap,,,,,NO,image_tool,,2024/11/01,,https://app.myshell.ai/chat/1729875897,,产品+背景图摄影合成,,Image Tools,,,,,,"无标题 (https://www.notion.so/1223f81ff51e818d9dfee708fd04abae?pvs=21), Snap (https://www.notion.so/Snap-11a3f81ff51e803b866ee206b1696c01?pvs=21)",,完成,
Holiday-Filters,,,1730275026,public,新ShellAgent,图生图,"效果不错

建议：
1. 多风格bot：要求无需重复提供input就可以换风格+换input button（参考模版）

2. 手部生成有问题",wang shen,,,,,NO,festival,,2024/11/02,,https://app.myshell.ai/bot/rqyY7b/1730275026,,中式节日滤镜,,Photo Filters,,,,,,"无标题 (https://www.notion.so/12e3f81ff51e80fd93a7e33aa1a6b172?pvs=21), AI空杯心 (https://www.notion.so/AI-11a3f81ff51e80afac87d6a57e5d3a26?pvs=21)",,完成,
Your Toon,,,1730921607,private,新ShellAgent,图生图,效果不错,Jim,,,,,NO,portrait_style_avatar,,2024/11/07,,https://app.myshell.ai/bot/IzInim/1730921607,,手办风格生成器,Anime,AI Images,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81ca9a69dbdb485b852f?pvs=21), 王琦栋-Jim.Wang (https://www.notion.so/Jim-Wang-1373f81ff51e80979f8cc94073e51c48?pvs=21)",,完成,
BabyMorph,,,1728221617,private,新ShellAgent,图生图,"效果不错
是会想要下载分享给朋友笑一笑
",Lucas,,,,,NO,,,2024/11/02,"Bobo, Hance, Janet",https://app.myshell.ai/bot/RvY7zq/1728221617,,看看婴儿版本的自己,"CCS, Chat UI, Thanksgiving",AI Images,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81cba5a0d5ad596e1f7e?pvs=21), 金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21)",,完成,
GACHA Hearthstone,,,1730545765,public,新ShellAgent,文生图,"效果ok

相比xiongmu，用户上手更简易，让用户选择种族类型+card name
bobo修改：prompt更正为card name 明确",Damien Chen,,,,GUI,NO,text_to_image,,2024/11/03,,https://app.myshell.ai/chat/1730545765,,不同种族的炉石卡牌生成,"Card, IP",Fun&Memes,,,,,,Damien (https://www.notion.so/Damien-11a3f81ff51e800797d6f1ffccfe2f51?pvs=21),,完成,
Celebrity AI Maker,,,1729846028,private,新ShellAgent,图生图,,thomas liang,,,,,NO,"floor_1, portrait_style_aiportrait",,2024/10/29,"Bobo, Hance, Janet",https://app.myshell.ai/bot/6nYzie/1729846028,,小红书女性向网红生成换脸,"Beauty, CCS",AI Images,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81478365e0d31d58e1ee?pvs=21), 泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21)",,完成,
